student_id,name,grade,section,gender,aspiration,liked_subjects,disliked_subjects,psychometric_score,performance,career_suggestions,progress,assigned_teacher_id,parent_id,risk_flag
S0241,Angel Ryan,11,5,Female,"['Artist', 'Engineer']",['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",84,"{'Math': 73, 'Science': 62, 'English': 95, 'Social Science': 84, 'Computer Science': 94, 'Economics': 83, 'History': 72}","['Teacher', 'Pilot', 'Artist', 'Data Scientist', 'Doctor']",0.32,T018,P0241,At Risk
S0242,Adam Cole,9,3,Male,"['Lawyer', 'Data Scientist']","['Social Science', 'Economics', 'Math']","['Science', 'History', 'Computer Science', 'English']",66,"{'Math': 69, 'Science': 60, 'English': 64, 'Social Science': 55, 'Computer Science': 86, 'Economics': 68, 'History': 76}","['Lawyer', 'Pilot', 'Entrepreneur', 'Artist', 'Writer']",0.83,T011,P0242,Normal
S0243,Haley Murray,9,3,Male,"['Scientist', 'Engineer']","['Social Science', 'Science', 'Economics']","['Math', 'History', 'Computer Science', 'English']",89,"{'Math': 71, 'Science': 79, 'English': 55, 'Social Science': 62, 'Computer Science': 100, 'Economics': 70, 'History': 79}","['Pilot', 'Artist', 'Doctor', 'Engineer', 'Writer']",0.78,T004,P0243,Normal
S0244,Austin Garcia,10,8,Female,"['Lawyer', 'Entrepreneur', 'Data Scientist']","['Economics', 'Math', 'Computer Science']","['Science', 'Social Science', 'History', 'English']",63,"{'Math': 88, 'Science': 62, 'English': 71, 'Social Science': 85, 'Computer Science': 95, 'Economics': 74, 'History': 67}","['Doctor', 'Artist', 'Engineer', 'Pilot', 'Entrepreneur']",0.54,T001,P0244,Normal
S0245,David Terry,10,5,Male,"['Artist', 'Doctor']",['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",55,"{'Math': 99, 'Science': 85, 'English': 99, 'Social Science': 93, 'Computer Science': 64, 'Economics': 78, 'History': 60}","['Data Scientist', 'Pilot', 'Engineer', 'Entrepreneur', 'Lawyer']",0.47,T025,P0245,At Risk
S0246,Nathaniel Thomas,9,1,Female,"['Data Scientist', 'Writer', 'Engineer']",['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",41,"{'Math': 69, 'Science': 75, 'English': 90, 'Social Science': 96, 'Computer Science': 77, 'Economics': 83, 'History': 67}","['Scientist', 'Entrepreneur', 'Data Scientist', 'Pilot', 'Doctor']",0.58,T015,P0246,At Risk
S0247,Anita Jacobs,11,9,Female,['Teacher'],['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",44,"{'Math': 77, 'Science': 75, 'English': 84, 'Social Science': 72, 'Computer Science': 93, 'Economics': 90, 'History': 65}","['Writer', 'Data Scientist', 'Pilot', 'Teacher', 'Scientist']",0.63,T015,P0247,At Risk
S0248,Jessica Gutierrez,9,9,Female,"['Data Scientist', 'Doctor', 'Entrepreneur']","['Science', 'English', 'Math']","['Economics', 'Social Science', 'History', 'Computer Science']",89,"{'Math': 97, 'Science': 89, 'English': 79, 'Social Science': 67, 'Computer Science': 88, 'Economics': 98, 'History': 86}","['Writer', 'Data Scientist', 'Lawyer', 'Teacher', 'Artist']",0.71,T004,P0248,Normal
S0249,Justin Lewis,9,9,Male,['Data Scientist'],['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",76,"{'Math': 57, 'Science': 67, 'English': 61, 'Social Science': 86, 'Computer Science': 67, 'Economics': 61, 'History': 57}","['Scientist', 'Pilot', 'Lawyer', 'Doctor', 'Data Scientist']",0.37,T023,P0249,At Risk
S0250,Patrick Carroll,9,1,Male,"['Pilot', 'Engineer', 'Teacher']","['Math', 'English', 'Computer Science']","['Economics', 'Social Science', 'History', 'Science']",42,"{'Math': 81, 'Science': 78, 'English': 100, 'Social Science': 58, 'Computer Science': 94, 'Economics': 72, 'History': 88}","['Engineer', 'Lawyer', 'Teacher', 'Pilot', 'Writer']",0.28,T024,P0250,At Risk
S0251,Janice Burns,10,9,Female,['Artist'],"['Economics', 'Science', 'Computer Science']","['Social Science', 'Math', 'History', 'English']",76,"{'Math': 95, 'Science': 66, 'English': 90, 'Social Science': 90, 'Computer Science': 81, 'Economics': 61, 'History': 95}","['Entrepreneur', 'Pilot', 'Scientist', 'Doctor', 'Engineer']",0.83,T018,P0251,Normal
S0252,Robert Haynes,12,9,Female,"['Data Scientist', 'Writer', 'Pilot']","['English', 'Computer Science']","['Math', 'Science', 'Social Science', 'Economics', 'History']",55,"{'Math': 75, 'Science': 78, 'English': 81, 'Social Science': 95, 'Computer Science': 82, 'Economics': 75, 'History': 93}","['Teacher', 'Writer', 'Artist', 'Pilot', 'Lawyer']",0.93,T009,P0252,Normal
S0253,Victoria Mooney,11,8,Female,"['Doctor', 'Teacher']","['Computer Science', 'Math']","['Science', 'English', 'Social Science', 'Economics', 'History']",94,"{'Math': 88, 'Science': 63, 'English': 74, 'Social Science': 55, 'Computer Science': 74, 'Economics': 69, 'History': 68}","['Entrepreneur', 'Doctor', 'Lawyer', 'Pilot', 'Scientist']",0.64,T030,P0253,Normal
S0254,Amy Perez,10,2,Male,"['Entrepreneur', 'Data Scientist']",['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",76,"{'Math': 78, 'Science': 92, 'English': 70, 'Social Science': 69, 'Computer Science': 71, 'Economics': 74, 'History': 60}","['Scientist', 'Artist', 'Engineer', 'Entrepreneur', 'Data Scientist']",0.83,T006,P0254,Normal
S0255,Brian Washington,12,10,Male,"['Lawyer', 'Doctor', 'Scientist']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",87,"{'Math': 58, 'Science': 76, 'English': 77, 'Social Science': 82, 'Computer Science': 81, 'Economics': 62, 'History': 69}","['Teacher', 'Doctor', 'Scientist', 'Writer', 'Data Scientist']",0.61,T011,P0255,Normal
S0256,Brenda Swanson,10,6,Male,['Doctor'],"['Economics', 'Social Science', 'History']","['Science', 'Math', 'Computer Science', 'English']",90,"{'Math': 93, 'Science': 91, 'English': 87, 'Social Science': 60, 'Computer Science': 69, 'Economics': 82, 'History': 73}","['Scientist', 'Data Scientist', 'Writer', 'Pilot', 'Doctor']",0.58,T024,P0256,Normal
S0257,Hannah Morales,9,9,Female,"['Engineer', 'Scientist']","['Social Science', 'Economics', 'Science']","['Math', 'History', 'Computer Science', 'English']",76,"{'Math': 63, 'Science': 85, 'English': 90, 'Social Science': 67, 'Computer Science': 86, 'Economics': 80, 'History': 96}","['Artist', 'Writer', 'Teacher', 'Engineer', 'Doctor']",0.41,T014,P0257,At Risk
S0258,Dana Adkins,11,10,Male,['Scientist'],"['English', 'History']","['Math', 'Science', 'Social Science', 'Computer Science', 'Economics']",50,"{'Math': 67, 'Science': 75, 'English': 77, 'Social Science': 93, 'Computer Science': 96, 'Economics': 56, 'History': 74}","['Entrepreneur', 'Pilot', 'Data Scientist', 'Artist', 'Doctor']",0.93,T008,P0258,Normal
S0259,Daniel Hernandez,10,6,Male,"['Engineer', 'Teacher', 'Doctor']",['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",68,"{'Math': 64, 'Science': 73, 'English': 55, 'Social Science': 76, 'Computer Science': 99, 'Economics': 62, 'History': 74}","['Pilot', 'Doctor', 'Entrepreneur', 'Engineer', 'Teacher']",0.63,T007,P0259,Normal
S0260,Amy Bond,11,9,Female,"['Data Scientist', 'Doctor', 'Scientist']","['Economics', 'Computer Science', 'Math']","['Science', 'Social Science', 'History', 'English']",57,"{'Math': 71, 'Science': 65, 'English': 58, 'Social Science': 73, 'Computer Science': 67, 'Economics': 99, 'History': 94}","['Doctor', 'Pilot', 'Teacher', 'Writer', 'Artist']",0.72,T022,P0260,Normal
S0261,Luke Jackson,11,2,Male,"['Scientist', 'Artist']","['Computer Science', 'Economics']","['Math', 'Science', 'English', 'Social Science', 'History']",52,"{'Math': 61, 'Science': 75, 'English': 86, 'Social Science': 93, 'Computer Science': 89, 'Economics': 60, 'History': 66}","['Writer', 'Pilot', 'Doctor', 'Teacher', 'Engineer']",0.93,T010,P0261,Normal
S0262,Timothy Rogers,11,8,Female,"['Data Scientist', 'Doctor', 'Entrepreneur']","['English', 'History', 'Economics']","['Social Science', 'Math', 'Computer Science', 'Science']",96,"{'Math': 70, 'Science': 87, 'English': 72, 'Social Science': 58, 'Computer Science': 95, 'Economics': 71, 'History': 79}","['Doctor', 'Writer', 'Lawyer', 'Engineer', 'Scientist']",0.47,T013,P0262,At Risk
S0263,John Shaw,10,2,Female,"['Teacher', 'Artist', 'Scientist']",['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",48,"{'Math': 64, 'Science': 82, 'English': 74, 'Social Science': 93, 'Computer Science': 76, 'Economics': 83, 'History': 89}","['Artist', 'Data Scientist', 'Teacher', 'Scientist', 'Engineer']",0.44,T023,P0263,At Risk
S0264,Kelly Grimes,10,7,Male,"['Teacher', 'Data Scientist', 'Entrepreneur']",['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",96,"{'Math': 89, 'Science': 62, 'English': 66, 'Social Science': 75, 'Computer Science': 64, 'Economics': 56, 'History': 75}","['Scientist', 'Teacher', 'Lawyer', 'Artist', 'Entrepreneur']",0.94,T029,P0264,Normal
S0265,Laura Cook,11,3,Male,['Data Scientist'],['Math'],"['Science', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",78,"{'Math': 94, 'Science': 94, 'English': 72, 'Social Science': 93, 'Computer Science': 91, 'Economics': 94, 'History': 69}","['Artist', 'Teacher', 'Doctor', 'Data Scientist', 'Pilot']",0.74,T016,P0265,Normal
S0266,Renee Velazquez,10,9,Female,"['Entrepreneur', 'Data Scientist', 'Scientist']","['Social Science', 'Science']","['Math', 'English', 'Computer Science', 'Economics', 'History']",100,"{'Math': 65, 'Science': 67, 'English': 69, 'Social Science': 57, 'Computer Science': 81, 'Economics': 55, 'History': 72}","['Scientist', 'Artist', 'Writer', 'Teacher', 'Engineer']",0.25,T030,P0266,At Risk
S0267,Angel Brooks,12,10,Female,"['Entrepreneur', 'Pilot', 'Artist']","['Social Science', 'Math']","['Science', 'English', 'Computer Science', 'Economics', 'History']",74,"{'Math': 93, 'Science': 79, 'English': 75, 'Social Science': 80, 'Computer Science': 94, 'Economics': 91, 'History': 93}","['Writer', 'Doctor', 'Engineer', 'Artist', 'Scientist']",0.85,T002,P0267,Normal
S0268,Sherri Middleton,10,9,Female,"['Doctor', 'Writer', 'Scientist']","['History', 'Economics', 'Math']","['Science', 'Social Science', 'Computer Science', 'English']",50,"{'Math': 67, 'Science': 73, 'English': 83, 'Social Science': 80, 'Computer Science': 74, 'Economics': 73, 'History': 84}","['Scientist', 'Lawyer', 'Doctor', 'Entrepreneur', 'Writer']",0.91,T015,P0268,Normal
S0269,Ashley Macias,12,2,Male,['Teacher'],"['Computer Science', 'Science', 'Social Science']","['Economics', 'Math', 'History', 'English']",97,"{'Math': 81, 'Science': 75, 'English': 83, 'Social Science': 56, 'Computer Science': 66, 'Economics': 84, 'History': 92}","['Artist', 'Pilot', 'Engineer', 'Data Scientist', 'Scientist']",0.75,T030,P0269,Normal
S0270,Paul Chase,10,2,Male,['Pilot'],"['English', 'Math', 'Computer Science']","['Economics', 'Social Science', 'History', 'Science']",64,"{'Math': 100, 'Science': 79, 'English': 87, 'Social Science': 94, 'Computer Science': 65, 'Economics': 79, 'History': 90}","['Doctor', 'Data Scientist', 'Entrepreneur', 'Lawyer', 'Pilot']",0.88,T006,P0270,Normal
S0271,Melissa Murphy,10,3,Male,"['Lawyer', 'Teacher']","['History', 'Social Science', 'English']","['Economics', 'Math', 'Computer Science', 'Science']",88,"{'Math': 95, 'Science': 66, 'English': 62, 'Social Science': 63, 'Computer Science': 67, 'Economics': 55, 'History': 94}","['Lawyer', 'Doctor', 'Pilot', 'Artist', 'Scientist']",0.63,T001,P0271,Normal
S0272,Jeremy Lewis,12,4,Male,"['Pilot', 'Teacher', 'Scientist']","['Math', 'Computer Science']","['Science', 'English', 'Social Science', 'Economics', 'History']",75,"{'Math': 93, 'Science': 55, 'English': 70, 'Social Science': 90, 'Computer Science': 72, 'Economics': 94, 'History': 95}","['Artist', 'Doctor', 'Data Scientist', 'Engineer', 'Writer']",0.72,T002,P0272,Normal
S0273,Tyler Hamilton,10,1,Female,"['Engineer', 'Doctor']",['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",84,"{'Math': 66, 'Science': 65, 'English': 98, 'Social Science': 73, 'Computer Science': 94, 'Economics': 97, 'History': 99}","['Teacher', 'Writer', 'Data Scientist', 'Artist', 'Entrepreneur']",0.66,T030,P0273,Normal
S0274,Michael Small,9,2,Female,"['Entrepreneur', 'Scientist']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",84,"{'Math': 82, 'Science': 90, 'English': 59, 'Social Science': 73, 'Computer Science': 85, 'Economics': 63, 'History': 62}","['Lawyer', 'Entrepreneur', 'Scientist', 'Teacher', 'Engineer']",0.75,T020,P0274,Normal
S0275,Brian Reed,9,2,Male,"['Teacher', 'Lawyer']","['Computer Science', 'English']","['Math', 'Science', 'Social Science', 'Economics', 'History']",76,"{'Math': 71, 'Science': 88, 'English': 91, 'Social Science': 94, 'Computer Science': 77, 'Economics': 63, 'History': 94}","['Pilot', 'Writer', 'Teacher', 'Artist', 'Engineer']",0.9,T008,P0275,Normal
S0276,Bethany Shaw,11,4,Male,['Doctor'],"['Economics', 'Math']","['Science', 'English', 'Social Science', 'Computer Science', 'History']",75,"{'Math': 68, 'Science': 94, 'English': 81, 'Social Science': 81, 'Computer Science': 57, 'Economics': 76, 'History': 77}","['Artist', 'Doctor', 'Teacher', 'Entrepreneur', 'Data Scientist']",0.4,T003,P0276,At Risk
S0277,Joseph Olson,11,5,Female,['Engineer'],"['English', 'History', 'Social Science']","['Economics', 'Math', 'Computer Science', 'Science']",99,"{'Math': 91, 'Science': 94, 'English': 56, 'Social Science': 66, 'Computer Science': 67, 'Economics': 76, 'History': 76}","['Pilot', 'Teacher', 'Doctor', 'Entrepreneur', 'Engineer']",0.58,T021,P0277,Normal
S0278,Timothy Smith,12,9,Female,"['Scientist', 'Doctor']","['English', 'Computer Science', 'History']","['Economics', 'Social Science', 'Math', 'Science']",91,"{'Math': 90, 'Science': 89, 'English': 56, 'Social Science': 68, 'Computer Science': 91, 'Economics': 98, 'History': 76}","['Entrepreneur', 'Engineer', 'Data Scientist', 'Pilot', 'Doctor']",0.47,T013,P0278,At Risk
S0279,David White,10,10,Female,['Teacher'],['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",45,"{'Math': 74, 'Science': 100, 'English': 75, 'Social Science': 100, 'Computer Science': 57, 'Economics': 72, 'History': 81}","['Pilot', 'Artist', 'Entrepreneur', 'Writer', 'Data Scientist']",0.37,T010,P0279,At Risk
S0280,Justin Sullivan,10,2,Female,['Artist'],['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",99,"{'Math': 87, 'Science': 56, 'English': 85, 'Social Science': 87, 'Computer Science': 64, 'Economics': 67, 'History': 76}","['Pilot', 'Writer', 'Lawyer', 'Scientist', 'Data Scientist']",0.31,T028,P0280,At Risk
S0281,Eric Chang,9,9,Male,['Doctor'],"['Social Science', 'Economics']","['Math', 'Science', 'English', 'Computer Science', 'History']",95,"{'Math': 88, 'Science': 62, 'English': 55, 'Social Science': 74, 'Computer Science': 57, 'Economics': 98, 'History': 93}","['Engineer', 'Entrepreneur', 'Pilot', 'Doctor', 'Scientist']",0.61,T022,P0281,Normal
S0282,Leslie Robinson,11,1,Female,"['Artist', 'Entrepreneur', 'Teacher']",['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",49,"{'Math': 72, 'Science': 89, 'English': 75, 'Social Science': 83, 'Computer Science': 97, 'Economics': 62, 'History': 72}","['Data Scientist', 'Lawyer', 'Engineer', 'Doctor', 'Writer']",0.64,T004,P0282,At Risk
S0283,Justin Romero,10,9,Female,"['Entrepreneur', 'Lawyer', 'Data Scientist']","['History', 'English', 'Computer Science']","['Economics', 'Social Science', 'Math', 'Science']",68,"{'Math': 70, 'Science': 65, 'English': 59, 'Social Science': 74, 'Computer Science': 94, 'Economics': 76, 'History': 89}","['Doctor', 'Data Scientist', 'Teacher', 'Artist', 'Entrepreneur']",0.24,T013,P0283,At Risk
S0284,Teresa Franklin,9,2,Female,"['Data Scientist', 'Pilot']","['English', 'History', 'Economics']","['Social Science', 'Math', 'Computer Science', 'Science']",48,"{'Math': 67, 'Science': 100, 'English': 97, 'Social Science': 89, 'Computer Science': 60, 'Economics': 84, 'History': 91}","['Engineer', 'Pilot', 'Teacher', 'Artist', 'Data Scientist']",0.74,T023,P0284,At Risk
S0285,Steven Perry,12,8,Male,['Data Scientist'],"['English', 'History', 'Social Science']","['Economics', 'Math', 'Computer Science', 'Science']",41,"{'Math': 66, 'Science': 99, 'English': 97, 'Social Science': 76, 'Computer Science': 75, 'Economics': 84, 'History': 86}","['Engineer', 'Pilot', 'Teacher', 'Data Scientist', 'Artist']",0.56,T006,P0285,At Risk
S0286,Joseph Gray,11,6,Male,"['Engineer', 'Scientist', 'Teacher']","['Computer Science', 'Economics']","['Math', 'Science', 'English', 'Social Science', 'History']",55,"{'Math': 59, 'Science': 74, 'English': 89, 'Social Science': 84, 'Computer Science': 80, 'Economics': 92, 'History': 81}","['Teacher', 'Artist', 'Data Scientist', 'Writer', 'Scientist']",0.25,T007,P0286,At Risk
S0287,Rachel Phillips,12,7,Female,"['Artist', 'Data Scientist', 'Engineer']","['Economics', 'Computer Science', 'Social Science']","['Science', 'Math', 'History', 'English']",92,"{'Math': 62, 'Science': 92, 'English': 93, 'Social Science': 84, 'Computer Science': 75, 'Economics': 90, 'History': 61}","['Pilot', 'Data Scientist', 'Lawyer', 'Artist', 'Doctor']",0.67,T022,P0287,Normal
S0288,Michael Wheeler,12,6,Female,"['Doctor', 'Engineer', 'Artist']",['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",58,"{'Math': 95, 'Science': 55, 'English': 64, 'Social Science': 97, 'Computer Science': 64, 'Economics': 83, 'History': 89}","['Scientist', 'Pilot', 'Artist', 'Engineer', 'Entrepreneur']",0.89,T010,P0288,Normal
S0289,Nicholas Johnson,11,7,Female,['Teacher'],['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",43,"{'Math': 87, 'Science': 80, 'English': 63, 'Social Science': 73, 'Computer Science': 58, 'Economics': 78, 'History': 90}","['Doctor', 'Writer', 'Entrepreneur', 'Teacher', 'Data Scientist']",0.88,T008,P0289,At Risk
S0290,Brian Hutchinson,12,10,Female,"['Entrepreneur', 'Scientist', 'Writer']","['Social Science', 'Computer Science']","['Math', 'Science', 'English', 'Economics', 'History']",64,"{'Math': 68, 'Science': 97, 'English': 66, 'Social Science': 85, 'Computer Science': 63, 'Economics': 67, 'History': 90}","['Entrepreneur', 'Scientist', 'Data Scientist', 'Pilot', 'Teacher']",0.3,T001,P0290,At Risk
